"longitude" "latitude" "forest"
"1" 5.27458649248066 1.65009308928132 1
"2" 5.45624882475545 -0.831765244250111 1
"3" 5.18564990723512 0.986163253262554 1
"4" 3.74721017801767 -1.7727645951418 1
"5" 4.78244453964601 -0.505980676088956 1
"6" 4.46896338232558 0.275332305251975 1
"7" 3.93405823343597 -0.793549330457888 1
"8" 3.37647811171999 -1.72761085263128 1
"9" 3.30525251025076 -1.55663359967837 1
"10" 3.7978603056715 -1.29751726310621 1
"11" 4.01860410845185 -1.44886835411707 1
"12" 7.19504477699591 -0.114478886577898 1
"13" 5.33962392284976 2.44430372708537 1
"14" 6.93001242013032 0.394496411504832 1
"15" 4.79951271912918 -1.80430481855781 1
"16" 6.20460157012468 3.20697001524528 1
"17" 6.21255904974367 -0.214234857920467 1
"18" 6.31446588724313 -1.61073820510572 1
"19" 4.38265652764913 2.06175656592855 1
"20" 4.55980371661629 -3.5122535223022 1
"21" 5.78989612904995 1.72331909459857 1
"22" 3.52896196975943 1.87479163981392 1
"23" 5.87722307334767 4.96080700529183 1
"24" 5.4718341824844 -1.67791477908814 1
"25" 3.84096233527884 -0.801783141826423 1
"26" 5.89530801432565 3.458762256098 1
"27" 4.53612691377675 -0.977090688181324 1
"28" 6.74023331482403 0.677274006678322 1
"29" 2.79091351618322 0.168466876488811 1
"30" 4.37043157601324 -1.80594687056646 1
"31" 4.55071699348762 0.450352823731776 1
"32" 6.38595187754383 2.28685442403638 1
"33" 3.77076995362941 0.718358133847727 1
"34" 5.66623374543349 0.998739028893868 1
"35" 4.38121619475124 2.80554248487772 1
"36" 5.13172844576806 -0.675287816577902 1
"37" 5.22765491637446 -0.18569494154103 1
"38" 5.59737815850583 2.94940380155563 1
"39" 4.05649284293917 -1.90448619054906 1
"40" 3.30649786446958 -3.39805012227753 1
"41" 0.0492794619762576 5.88850281113057 2
"42" 0.889746426743688 7.24666685805913 2
"43" -0.318149768775514 3.41885080739379 2
"44" 0.925736970090767 4.80708224669852 2
"45" -3.4455752317268 2.9486774824074 2
"46" -1.8688860125129 3.74812452658966 2
"47" 3.97317225808365 6.23871635959957 2
"48" 1.24781887348916 5.13221680315007 2
"49" 0.761629210305282 6.31761253191366 2
"50" -0.431949410626073 7.54330704870878 2
"51" 4.50592147296762 7.53205662389729 2
"52" -1.9995305959607 4.65541693237104 2
"53" -0.956578555809347 4.16943625380925 2
"54" -1.99762061399694 3.70106312782683 2
"55" -2.96111410057029 4.73003045512101 2
"56" -1.60087139523958 1.81005485429703 2
"57" -0.154203106329538 6.25279373874475 2
"58" 0.103575739883126 4.51233511847448 2
"59" 0.22024237116614 7.55634147890141 2
"60" -2.89240624229229 2.45179339348143 2
"61" -1.94077999434565 5.65940900227609 2
"62" -1.53048585100982 6.81503491052342 2
"63" 0.686661460981322 5.06082037048524 2
"64" 0.884845512319394 4.90583900656301 2
"65" 0.43696870492451 6.62427811698108 2
"66" 2.00489413272707 4.02868816614069 2
"67" 3.9230273904032 5.70287848718798 2
"68" 0.92863609013608 4.85197043209574 2
"69" -0.408930991809335 4.97211311130411 2
"70" -0.948875779003752 3.77397297346823 2
"71" 3.82447890924871 7.37144536079041 2
"72" 2.31565303917116 3.87769421515781 2
"73" 0.191813494924455 4.28473072733438 2
"74" -1.31277851050178 4.99213655054214 2
"75" 1.18880919864686 4.32533803714895 2
"76" -0.339722206461774 6.37846547873975 2
"77" 3.12916764208152 6.89292065319609 2
"78" -0.0522960513404428 3.67262612767725 2
"79" 2.10585660167442 6.77755553192406 2
"80" 0.77046349270961 6.16523130195326 2
"81" -5.82811318515648 1.01653940047761 2
"82" 0.334982551715683 5.37431352403661 2
"83" -1.31205328947626 3.51267849957371 2
"84" -0.461433899123257 3.37409686598276 2
"85" -2.34366949445192 4.94089086162933 2
"86" -0.317658212435924 4.5248725726165 2
"87" 0.98816013297771 6.65760044351489 2
"88" 1.5297658096943 9.58973263928116 2
"89" -1.61759404418124 4.97406693693908 2
"90" -2.17012816433949 2.69388417157505 2
